"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시 마포구청",와우산로27길 74,서교동 347-19,방범(어린이보호구역),1,200,360도전방면,30,2006-09,02-3153-8432,37.555415,126.924709,2020-05-20
"서울특별시 마포구청",와우산로21길 38,서교동 358-58,방범,1,200,360도전방면,30,2006-09,02-3153-8432,37.551810,126.921475,2020-05-20
"서울특별시 마포구청",동교로19길 20,서교동 448-37,방범,1,200,360도전방면,30,2006-09,02-3153-8432,37.556027,126.917689,2020-05-20
"서울특별시 마포구청",연남로3길 81,연남동 564-25,방범,1,200,360도전방면,30,2006-09,02-3153-8432,37.559259,126.918591,2020-05-20
"서울특별시 마포구청",월드컵로5길 48,합정동 430-15,방범,1,200,360도전방면,30,2006-09,02-3153-8432,37.551411,126.909550,2020-05-20
"서울특별시 마포구청",월드컵로23길 12,망원동 485-5,방범,1,200,360도전방면,30,2006-09,02-3153-8432,37.557287,126.908051,2020-05-20
"서울특별시 마포구청",망원로6길 19,망원동 415-53,방범,1,200,360도전방면,30,2006-09,02-3153-8432,37.556049,126.903358,2020-05-20
"서울특별시 마포구청",월드컵로29길 61,망원동 426-2,방범(어린이보호구역),1,200,360도전방면,30,2006-09,02-3153-8432,37.558888,126.903038,2020-05-20
"서울특별시 마포구청",월드컵로31길 78,망원동 466-9,방범(어린이보호구역),1,200,360도전방면,30,2006-09,02-3153-8432,37.560197,126.900939,2020-05-20
"서울특별시 마포구청",동교로17길 18,성산동 637-2,방범,1,200,360도전방면,30,2006-09,02-3153-8432,37.558722,126.914239,2020-05-20
"서울특별시 마포구청",성미산로5길 17,성산동 250-3,방범,1,200,360도전방면,30,2006-09,02-3153-8432,37.559311,126.910423,2020-05-20
"서울특별시 마포구청",월드컵로28길 29,성산동 257-10,방범,1,200,360도전방면,30,2006-09,02-3153-8432,37.560388,126.908129,2020-05-20
"서울특별시 마포구청",연남로11길 52,성산동 3-24,방범,1,200,360도전방면,30,2006-09,02-3153-8432,37.565148,126.916167,2020-05-20
"서울특별시 마포구청",성암로3길 34,중동 254,방범(어린이보호구역),1,200,360도전방면,30,2006-09,02-3153-8432,37.568025,126.910896,2020-05-20
"서울특별시 마포구청",마포대로14다길 16,공덕동 79-5,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.549439,126.957592,2020-05-20
"서울특별시 마포구청",마포대로6길 28,공덕동 256-17,방범(어린이보호구역),1,200,360도전방면,30,2007-10,02-3153-8432,37.545158,126.953932,2020-05-20
"서울특별시 마포구청",마포대로12길 37,공덕동 242-46,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.547156,126.954776,2020-05-20
"서울특별시 마포구청",마포대로24안길 5,아현동 743-8,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.554042,126.959798,2020-05-20
"서울특별시 마포구청",만리재로12가길 12,공덕동 11-133,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.549469,126.961692,2020-05-20
"서울특별시 마포구청",굴레방로 21-1,아현동 291-21,방범(어린이보호구역),1,200,360도전방면,30,2007-10,02-3153-8432,37.556004,126.955459,2020-05-20
"서울특별시 마포구청",대흥로6길 15-1,용강동 494-62,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.542302,126.939328,2020-05-20
"서울특별시 마포구청",토정로25길 6,용강동 494-35,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.543386,126.939227,2020-05-20
"서울특별시 마포구청",도화2안길 29,도화동 209-17,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.538688,126.948857,2020-05-20
"서울특별시 마포구청",숭문16길 16,염리동 9-7,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.555651,126.947291,2020-05-20
"서울특별시 마포구청",신촌로12길 29,노고산동 56-44,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.555070,126.932571,2020-05-20
"서울특별시 마포구청",와우산로26길 9-24,창전동 6-123,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.552929,126.927432,2020-05-20
"서울특별시 마포구청",어울마당로2길 13,당인동 15-28,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.546130,126.920105,2020-05-20
"서울특별시 마포구청",광성로6안길 13,신수동 89-54,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.548492,126.937799,2020-05-20
"서울특별시 마포구청",와우산로17길 23,서교동 408-1,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.550097,126.921668,2020-05-20
"서울특별시 마포구청",성미산로 190-31,연남동 385-8,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.562534,126.925833,2020-05-20
"서울특별시 마포구청",월드컵북로4길 72,동교동 198-1,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.558811,126.922508,2020-05-20
"서울특별시 마포구청",성미산로 161-15,연남동 240-1,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.565329,126.923530,2020-05-20
"서울특별시 마포구청",잔다리로 81,서교동 466-2,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.554372,126.915398,2020-05-20
"서울특별시 마포구청",연희로1길 43,연남동 382-2,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.560941,126.925726,2020-05-20
"서울특별시 마포구청",망원로3길 12,망원동 428-20,방범(어린이보호구역),1,200,360도전방면,30,2007-10,02-3153-8432,37.557246,126.901616,2020-05-20
"서울특별시 마포구청",월드컵로11길 61,망원동 384-1,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.553904,126.907725,2020-05-20
"서울특별시 마포구청",월드컵로7길 89,합정동 434-14,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.552010,126.907472,2020-05-20
"서울특별시 마포구청",성지3길 19,합정동 371-24,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.546693,126.914211,2020-05-20
"서울특별시 마포구청",토정로5길 26,합정동 357-17,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.546501,126.918529,2020-05-20
"서울특별시 마포구청",성암로3길 1,중동 308,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.569426,126.911505,2020-05-20
"서울특별시 마포구청",성미산로13길 53,성산동9-16,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.563110,126.916736,2020-05-20
"서울특별시 마포구청",성산로6길 25,성산동 72-3,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.563756,126.911009,2020-05-20
"서울특별시 마포구청",월드컵로16길 34,서교동 473-1,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.557273,126.911333,2020-05-20
"서울특별시 마포구청",월드컵북로31길 5,성산동 165-41,방범,1,200,360도전방면,30,2007-10,02-3153-8432,37.568157,126.906874,2020-05-20
"서울특별시 마포구청",마포대로 189,아현동 617-2,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.551054,126.954983,2020-05-20
"서울특별시 마포구청",신촌로34길 23,아현동 326-31,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.556169,126.954671,2020-05-20
"서울특별시 마포구청",효창목길 30,공덕동 111-110,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.547122,126.960738,2020-05-20
"서울특별시 마포구청",만리재로10길 21,공덕동 106-31,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.548531,126.960809,2020-05-20
"서울특별시 마포구청",숭문길 106,염리동 8-141,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.552355,126.949493,2020-05-20
"서울특별시 마포구청",고산14길 26,대흥동 18-141,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.553548,126.944144,2020-05-20
"서울특별시 마포구청",대흥로24길 7,대흥동 3-29,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.554355,126.946462,2020-05-20
"서울특별시 마포구청",큰우물로2길 11,용강동 310-1,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.543062,126.942541,2020-05-20
"서울특별시 마포구청",마포대로11길 91,염리동 128-68,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.548741,126.949308,2020-05-20
"서울특별시 마포구청",와우산로3길 39,당인동 28-1,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.545682,126.920784,2020-05-20
"서울특별시 마포구청",신촌로24안길 1,노고산동 1-60,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.555506,126.941466,2020-05-20
"서울특별시 마포구청",독막로15길 9,상수동 310-20,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.548197,126.922079,2020-05-20
"서울특별시 마포구청",대흥로11길 29,신수동 62-15,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.546032,126.938917,2020-05-20
"서울특별시 마포구청",연남로11길 21,연남동 364-19,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.565390,126.917714,2020-05-20
"서울특별시 마포구청",잔다리로3길 31,서교동 395-135,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.550564,126.918172,2020-05-20
"서울특별시 마포구청",동교로22길 30,서교동 463-4,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.554488,126.918314,2020-05-20
"서울특별시 마포구청",연남로5길 32,연남동 561-18,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.561494,126.920234,2020-05-20
"서울특별시 마포구청",와우산로15길 22,서교동 409-6,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.549633,126.921858,2020-05-20
"서울특별시 마포구청",동교로50길 17,연남동 224-55,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.563359,126.926989,2020-05-20
"서울특별시 마포구청",연남로9길 11,연남동 370-54,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.564675,126.918878,2020-05-20
"서울특별시 마포구청",포은로6길 39,망원동 414-89,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.556120,126.907372,2020-05-20
"서울특별시 마포구청",월드컵로7길 25,합정동 429-54,방범(어린이보호구역),1,130,360도전방면,30,2008-12,02-3153-8432,37.552724,126.910756,2020-05-20
"서울특별시 마포구청",희우정로13길 24,망원동 459-4,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.552667,126.901928,2020-05-20
"서울특별시 마포구청",방울내로 11길 61,망원동 469-5,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.562409,126.902581,2020-05-20
"서울특별시 마포구청",월드컵로 11길 13,망원동 385-22,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.554656,126.910295,2020-05-20
"서울특별시 마포구청",동교로8길 39,합정동 448-18,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.550223,126.905561,2020-05-20
"서울특별시 마포구청",월드컵로30길 16,성산동 262-2,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.561624,126.906694,2020-05-20
"서울특별시 마포구청",성미산로3길 50,성산동 30-21,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.560293,126.909755,2020-05-20
"서울특별시 마포구청",월드컵북로12안길 68,성산동 49-9,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.564332,126.913321,2020-05-20
"서울특별시 마포구청",모래내로7길 36,성산동 137-5,방범(어린이보호구역),1,200,360도전방면,30,2008-12,02-3153-8432,37.567157,126.911189,2020-05-20
"서울특별시 마포구청",동교로19길 78,성산동 632-2,방범,1,200,360도전방면,30,2008-12,02-3153-8432,37.558786,126.916474,2020-05-20
"서울특별시 마포구청",임정로13길 14,신공덕동 139-183,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.542929,126.957563,2020-05-20
"서울특별시 마포구청",만리재로16안길 11-2,공덕동 7-86,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.549588,126.962587,2020-05-20
"서울특별시 마포구청",효창목5길 3,공덕동 107-40,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.547962,126.960253,2020-05-20
"서울특별시 마포구청",손기정로 42,아현동 707-4,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.556420,126.962021,2020-05-20
"서울특별시 마포구청",마포대로4다길 3,마포동 331-1,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.536707,126.944690,2020-05-20
"서울특별시 마포구청",대흥로10길 6-9,대흥동 2-18,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.555902,126.946250,2020-05-20
"서울특별시 마포구청",숭문6길 22,염리동 518,방범(어린이보호구역),1,200,360도전방면,30,2009-07,02-3153-8432,37.549741,126.946962,2020-05-20
"서울특별시 마포구청",대흥로28길 8,대흥동 3-14,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.555188,126.946430,2020-05-20
"서울특별시 마포구청",신촌로24안길 24,대흥동 18-98,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.555598,126.942808,2020-05-20
"서울특별시 마포구청",와우산로26길 54,창전동 6-108,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.552808,126.928522,2020-05-20
"서울특별시 마포구청",와우산로24길 434-4,창전동 6-75,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.552022,126.927210,2020-05-20
"서울특별시 마포구청",독막로19길 23,상수동 93-3,방범(어린이보호구역),1,200,360도전방면,30,2009-07,02-3153-8432,37.548516,126.924779,2020-05-20
"서울특별시 마포구청",대흥로9길 26,신수동 250-16,방범(어린이보호구역),1,200,360도전방면,30,2009-07,02-3153-8432,37.545139,126.937734,2020-05-20
"서울특별시 마포구청",와우산로138-9,창전동 6-273,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.553569,126.929427,2020-05-20
"서울특별시 마포구청",신촌로 94,노고산동 57-1,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.554906,126.936252,2020-05-20
"서울특별시 마포구청",동교로12안길 31,서교동 481-13,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.554139,126.914169,2020-05-20
"서울특별시 마포구청",양화로19길 22,동교동 154-22,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.558308,126.923712,2020-05-20
"서울특별시 마포구청",와우산로37길 10,동교동 181-19,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.556165,126.930348,2020-05-20
"서울특별시 마포구청",어울마당로5길 46,서교동 397-15,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.549944,126.918231,2020-05-20
"서울특별시 마포구청",방울내로9안길 103,망원동 439-5,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.559590,126.897715,2020-05-20
"서울특별시 마포구청",독막로4길 10,합정동 363-8,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.547570,126.916741,2020-05-20
"서울특별시 마포구청",양화로7길 12,서교동 391-17,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.551215,126.915231,2020-05-20
"서울특별시 마포구청",방울내로11길 129,망원동 465-14,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.561078,126.898870,2020-05-20
"서울특별시 마포구청",희우정로17길 23,망원동 460-1,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.553767,126.899828,2020-05-20
"서울특별시 마포구청",성산로4길 46,성산동 81-107,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.563511,126.909158,2020-05-20
"서울특별시 마포구청",성미산로7길 4,성산동 243-7,방범(어린이보호구역),1,200,360도전방면,30,2009-07,02-3153-8432,37.559303,126.912417,2020-05-20
"서울특별시 마포구청",월드컵북로48길 38,상암동 14-3,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.577392,126.895625,2020-05-20
"서울특별시 마포구청",월드컵로30다길 23-10,성산동 214-16,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.562219,126.908430,2020-05-20
"서울특별시 마포구청",성산로2길 21,성산동 277-1,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.563433,126.906112,2020-05-20
"서울특별시 마포구청",월드컵북로23길 10,성산동 56-2,방범,1,200,360도전방면,30,2009-07,02-3153-8432,37.564453,126.911587,2020-05-20
"서울특별시 마포구청",신촌로32길 4,아현동 346-21,방범,1,130,360도전방면,30,2010-01,02-3153-8432,37.556917,126.953201,2020-05-20
"서울특별시 마포구청",상암산로1길 55,상암동 1689,방범(공원),1,200,360도전방면,30,2010-03,02-3153-8432,37.580246,126.881905,2020-05-20
"서울특별시 마포구청",상암산로1길 55,상암동 1689,방범(공원),1,200,360도전방면,30,2010-03,02-3153-8432,37.580490,126.881313,2020-05-20
"서울특별시 마포구청",손기정로4안길 11,아현동 716-7,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.556001,126.961281,2020-05-20
"서울특별시 마포구청",마포대로 24길 51,아현동 395-1,방범(어린이보호구역),1,200,360도전방면,30,2010-03,02-3153-8432,37.551740,126.961812,2020-05-20
"서울특별시 마포구청",임정로17길 10,신공덕동 2-128,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.544035,126.957114,2020-05-20
"서울특별시 마포구청",신촌로30길 4,아현동 347-3,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.556792,126.951941,2020-05-20
"서울특별시 마포구청",굴레방로 7,아현동 282-17,방범(어린이보호구역),1,200,360도전방면,30,2010-03,02-3153-8432,37.554850,126.956205,2020-05-20
"서울특별시 마포구청",서강대길 11,신수동 23-1,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.549316,126.939593,2020-05-20
"서울특별시 마포구청",대흥로 24길 23,염리동 10-81,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.554423,126.947392,2020-05-20
"서울특별시 마포구청",삼개로1길 3,도화동 201-55,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.539180,126.947850,2020-05-20
"서울특별시 마포구청",새창로4길 15,도화동 185-20,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.541403,126.951571,2020-05-20
"서울특별시 마포구청",마포대로4나길 13,마포동 220,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.538355,126.946314,2020-05-20
"서울특별시 마포구청",와우산로7길 11,상수동 326-1,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.547079,126.922274,2020-05-20
"서울특별시 마포구청",와우산로5길 39,당인동 14-1,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.547066,126.920842,2020-05-20
"서울특별시 마포구청",신수로 106,신수동 93-111,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.550276,126.936020,2020-05-20
"서울특별시 마포구청",신수로 25,신수동 70-18,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.543939,126.934038,2020-05-20
"서울특별시 마포구청",와우산로38길 6,동교동 188-4,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.555455,126.931091,2020-05-20
"서울특별시 마포구청",와우산로38길 32,동교동 190-37,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.554738,126.932291,2020-05-20
"서울특별시 마포구청",양화로8길 21,서교동 395-195,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.549771,126.916319,2020-05-20
"서울특별시 마포구청",잔다리로3안길 31,서교동 395-128,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.550266,126.919552,2020-05-20
"서울특별시 마포구청",월드컵로8길 73,서교동 466-9,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.553600,126.916227,2020-05-20
"서울특별시 마포구청",동교로 282,연남동 224-18,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.564203,126.926678,2020-05-20
"서울특별시 마포구청",동교로46길 30,연남동 384-1,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.562149,126.926367,2020-05-20
"서울특별시 마포구청",월드컵로19길 21,망원동 57-17,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.556517,126.908206,2020-05-20
"서울특별시 마포구청",월드컵로20길 58,망원동 57-169,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.555239,126.906859,2020-05-20
"서울특별시 마포구청",방울내로9안길 29,망원동 467-3,방범(어린이보호구역),1,200,360도전방면,30,2010-03,02-3153-8432,37.561426,126.901567,2020-05-20
"서울특별시 마포구청",토정로3안길 20,합정동 368-4,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.545950,126.915242,2020-05-20
"서울특별시 마포구청",독막로6길 22,합정동 361-4,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.546916,126.917112,2020-05-20
"서울특별시 마포구청",성미산로11길 75,성산동 20-2,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.563933,126.915762,2020-05-20
"서울특별시 마포구청",월드컵로20길 58,서교동 247-64,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.557987,126.912301,2020-05-20
"서울특별시 마포구청",월드컵북로27길 41,성산동 200-263,방범,1,200,360도전방면,30,2010-03,02-3153-8432,37.566237,126.907896,2020-05-20
"서울특별시 마포구청",성미산로5안길 19,성산동 30-4,방범(어린이보호구역),1,200,360도전방면,30,2010-03,02-3153-8432,37.560905,126.910469,2020-05-20
"서울특별시 마포구청",성산동 347-3,성산동 347-3,방범(공원),1,200,360도전방면,30,2010-04,02-3153-8432,37.563250,126.901638,2020-05-20
"서울특별시 마포구청",와우산로21길 19-3,서교동 359,방범(공원),1,200,360도전방면,30,2010-04,02-3153-8432,37.552355,126.923305,2020-05-20
"서울특별시 마포구청",토정로37길 41,염리동 173-29,방범(어린이보호구역),1,200,360도전방면,30,2010-04,02-3153-8432,37.542457,126.946572,2020-05-20
"서울특별시 마포구청",독막로266,대흥동 660-1,방범(공원),1,200,360도전방면,30,2010-04,02-3153-8432,37.543639,126.943575,2020-05-20
"서울특별시 마포구청",토정로37길 12,도화동 555-1,방범(공원),1,200,360도전방면,30,2010-04,02-3153-8432,37.541193,126.945634,2020-05-20
"서울특별시 마포구청",토정로37길 12,도화동 555-1,방범(공원),1,200,360도전방면,30,2010-04,02-3153-8432,37.540662,126.945463,2020-05-20
"서울특별시 마포구청",토정로37길 12,도화동 555-1,방범(공원),1,200,360도전방면,30,2010-04,02-3153-8432,37.540358,126.945081,2020-05-20
"서울특별시 마포구청",신수로 62,신수동 346-1,방범,1,200,360도전방면,30,2010-06,02-3153-8432,37.547117,126.934356,2020-05-20
"서울특별시 마포구청",신수로6길 22-3,신수동 91-36,방범,1,200,360도전방면,30,2010-06,02-3153-8432,37.548798,126.935538,2020-05-20
"서울특별시 마포구청",신수로 100,신수동 91-396,방범,1,200,360도전방면,30,2010-06,02-3153-8432,37.550030,126.936062,2020-05-20
"서울특별시 마포구청",독막로28길 53,신수동 426-4,방범,1,200,360도전방면,30,2010-06,02-3153-8432,37.544841,126.937171,2020-05-20
"서울특별시 마포구청",대흥로 41,신수동 62-18,방범(어린이보호구역),1,200,360도전방면,30,2010-06,02-3153-8432,37.544393,126.938586,2020-05-20
"서울특별시 마포구청",만리재로20길 28,공덕동 6-38,방범,1,200,360도전방면,30,2011-03,02-3153-8432,37.550431,126.963181,2020-05-20
"서울특별시 마포구청",임정로19길 15,신공덕동 2-232,방범,1,200,360도전방면,30,2011-03,02-3153-8432,37.544641,126.956991,2020-05-20
"서울특별시 마포구청",마포대로 21길 38,아현동 275-5,방범,1,200,360도전방면,30,2011-03,02-3153-8432,37.554618,126.955595,2020-05-20
"서울특별시 마포구청",마포대로7길 11,공덕동 384-19,방범,1,200,360도전방면,30,2011-03,02-3153-8432,37.546539,126.952183,2020-05-20
"서울특별시 마포구청",새창로6다길 19,도화동 2-161,방범,1,200,360도전방면,30,2011-03,02-3153-8432,37.540582,126.953468,2020-05-20
"서울특별시 마포구청",도화2안길 51,도화동 236-33,방범,1,200,360도전방면,30,2011-03,02-3153-8432,37.537711,126.948876,2020-05-20
"서울특별시 마포구청",숭문16길 23,염리동 9-88,방범,1,200,360도전방면,30,2011-03,02-3153-8432,37.555773,126.947849,2020-05-20
"서울특별시 마포구청",독막로42길 9,염리동 173-14,방범(어린이보호구역),1,200,360도전방면,30,2011-03,02-3153-8432,37.543159,126.946025,2020-05-20
"서울특별시 마포구청",신촌로20길 9,노고산동 33-19,방범(어린이보호구역),1,200,360도전방면,30,2011-03,02-3153-8432,37.554823,126.938192,2020-05-20
"서울특별시 마포구청",고산2길 55,노고산동 12-176,방범,1,200,360도전방면,30,2011-03,02-3153-8432,37.553878,126.940513,2020-05-20
"서울특별시 마포구청",광성로 34-14,신수동 89-62,방범,1,200,360도전방면,30,2011-03,02-3153-8432,37.549220,126.936959,2020-05-20
"서울특별시 마포구청",와우산로3길 19,상수동 337-1,방범,1,200,360도전방면,30,2011-03,02-3153-8432,37.546224,126.921690,2020-05-20
"서울특별시 마포구청",상수동 와우공원,상수동 72-7,방범(공원),1,200,360도전방면,30,2011-03,02-3153-8432,37.548948,126.925293,2020-05-20
"서울특별시 마포구청",연희로1길 15,동교동 147-28,방범,1,200,360도전방면,30,2011-03,02-3153-8432,37.559712,126.925529,2020-05-20
"서울특별시 마포구청",월드컵북로1길 18,서교동 351-9,방범,1,200,360도전방면,30,2011-03,02-3153-8432,37.554849,126.920179,2020-05-20
"서울특별시 마포구청",월드컵로14길 29,서교동 473-20,방범,1,200,360도전방면,30,2011-03,02-3153-8432,37.556218,126.912201,2020-05-20
